ProductID,ProductName,Price,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays
228,"SAUCE - HOLLANDAISE",77.81,3,HIGH,2017-12-19,DURABLE,UNKNOWN,93
229,"BREAD - HOT DOG BUNS",57.98,9,MEDIUM,2017-07-27,WEAK,FALSE,66
230,"WINE - CAHORS AC 2000, CLOS",83.54,11,MEDIUM,2017-09-01,WEAK,FALSE,75
231,"CRUSH - CREAM SODA",68.31,5,MEDIUM,2017-12-24,UNKNOWN,TRUE,0
232,"QUICHE ASSORTED",33.95,3,MEDIUM,2018-01-12,WEAK,FALSE,0
233,"DUCK - BREAST",56.62,11,LOW,2017-05-04,DURABLE,TRUE,0
234,"TOFU - FIRM",72.75,1,MEDIUM,2017-02-27,WEAK,UNKNOWN,0
235,"BREAD - ENGLISH MUFFIN",34.51,6,HIGH,2018-05-09,DURABLE,FALSE,0
236,"TOMATO - TRICOLOR CHERRY",85.69,1,LOW,2017-10-02,UNKNOWN,TRUE,113
237,"MAYONNAISE - INDIVIDUAL PKG",65.63,8,LOW,2017-12-29,WEAK,FALSE,94
238,GARLIC,28.41,6,MEDIUM,2017-05-22,DURABLE,FALSE,0
239,"SOUP - CAMPBELLS, CREAM OF",7.60,5,MEDIUM,2017-06-03,WEAK,TRUE,0
240,"WINE - CHABLIS 2003 CHAMPS",70.86,4,LOW,2017-05-14,WEAK,FALSE,0
241,"CHEESE - CHEDDARSLICED",67.82,9,MEDIUM,2017-04-17,UNKNOWN,UNKNOWN,0
242,"THERMOMETER DIGITAL",32.65,9,LOW,2017-05-17,WEAK,FALSE,11
243,"SUN - DRIED TOMATOES",45.19,6,MEDIUM,2017-11-02,WEAK,FALSE,104
244,"BEEF - RIB EYE AAA",94.07,2,LOW,2018-01-04,UNKNOWN,TRUE,0
245,"GROUPER - FRESH",37.68,1,MEDIUM,2018-04-04,WEAK,UNKNOWN,111
246,"ICE CREAM BAR - HAGEEN DAZ TO",48.54,9,LOW,2017-12-10,WEAK,FALSE,96
247,"JUICE - APPLE CIDER",59.00,9,HIGH,2017-03-14,WEAK,FALSE,58
248,"BEEF - INSIDE ROUND",99.32,7,LOW,2017-04-29,UNKNOWN,UNKNOWN,0
249,"COOKIE DOUGH - DOUBLE",76.62,10,MEDIUM,2017-06-05,WEAK,TRUE,0
250,"SOUP - CAMPBELLS, BEEF BARLEY",64.50,1,LOW,2017-05-17,DURABLE,FALSE,0
251,"ORANGES - NAVEL, 72",11.71,5,LOW,2017-07-01,WEAK,TRUE,7
252,"NANTUCKET - POMEGRANATE PEAR",27.82,4,MEDIUM,2017-09-28,WEAK,UNKNOWN,83
253,"WANTON WRAP",76.24,7,HIGH,2017-03-29,UNKNOWN,UNKNOWN,0
254,"SOUP - CANADIAN PEA, DRY MIX",77.78,1,LOW,2017-12-04,WEAK,TRUE,0
255,"KELLOGS ALL BRAN BARS",29.23,3,LOW,2018-03-05,WEAK,FALSE,0
256,"SOUP KNORR CHILI WITH BEANS",95.70,6,MEDIUM,2018-05-03,DURABLE,UNKNOWN,0
257,"PASTA - DETALINI, WHITE, FRESH",84.44,11,HIGH,2017-03-30,DURABLE,UNKNOWN,0
258,"TEA - ENGLISH BREAKFAST",31.09,1,LOW,2017-02-16,WEAK,UNKNOWN,0
259,"VEAL - EYE OF ROUND",67.44,7,HIGH,2017-04-10,UNKNOWN,TRUE,71
260,"YOGURT - BLUEBERRY, 175 GR",26.89,7,LOW,2017-08-13,DURABLE,FALSE,31
261,"CHINESE FOODS - CHICKEN",22.09,9,HIGH,2017-08-14,DURABLE,TRUE,0
262,"BAGEL - PLAIN",36.46,7,MEDIUM,2017-04-19,DURABLE,UNKNOWN,41
263,"SOUPFOAMCONT12OZ 112CON",50.75,7,LOW,2018-03-20,WEAK,FALSE,0
264,"JUICE - V8 SPLASH",49.45,3,HIGH,2017-06-02,DURABLE,TRUE,0
265,"MUSHROOM - PORCINI, DRY",13.93,10,MEDIUM,2018-03-20,WEAK,UNKNOWN,7
266,"CLAM NECTAR",68.11,7,HIGH,2017-05-19,WEAK,UNKNOWN,0
267,"GRAPES - RED",5.13,2,MEDIUM,2017-05-28,UNKNOWN,TRUE,0
268,"VANILLA BEANS",97.84,9,LOW,2017-01-25,DURABLE,FALSE,0
269,"WINE - BLUE NUN QUALITATSWEIN",26.71,11,MEDIUM,2018-03-10,DURABLE,TRUE,0
270,"CHEESE CLOTH NO 100",4.42,6,MEDIUM,2018-04-17,DURABLE,UNKNOWN,101
271,"BANANA - LEAVES",73.40,5,HIGH,2017-08-13,UNKNOWN,TRUE,0
272,"CHOCOLATE - SEMI SWEET, CALETS",68.11,2,LOW,2017-08-01,WEAK,TRUE,13
273,"BANDAGE - FLEXIBLE NEON",77.59,4,MEDIUM,2018-03-21,WEAK,UNKNOWN,0
274,PAPAYAS,88.12,2,LOW,2018-01-03,WEAK,FALSE,0
275,"CORN MEAL",50.15,1,MEDIUM,2018-02-03,DURABLE,TRUE,88
276,"SNAPPLE - ICED TEA PEACH",49.25,5,HIGH,2017-02-20,UNKNOWN,TRUE,0
277,"SEA BASS - WHOLE",55.50,9,MEDIUM,2017-05-06,DURABLE,UNKNOWN,118
278,"APRICOTS - HALVES",0.37,11,MEDIUM,2017-11-09,WEAK,FALSE,87
279,"BEEF - TEXAS STYLE BURGER",91.18,1,LOW,2017-09-14,DURABLE,TRUE,0
280,"ONION POWDER",61.84,5,MEDIUM,2018-01-26,DURABLE,FALSE,0
281,"BAR MIX - PINA COLADA, 355 ML",33.08,2,HIGH,2017-08-06,DURABLE,TRUE,0
282,"LEMONADE - NATURAL, 591 ML",56.15,10,LOW,2017-12-16,DURABLE,FALSE,88
283,"BREAD FIG AND ALMOND",1.19,4,LOW,2017-07-16,DURABLE,FALSE,0
284,"BEER - RICKARDS RED",93.49,9,LOW,2017-03-13,WEAK,FALSE,0
285,"CHEESE - MIX",71.83,7,LOW,2017-03-03,UNKNOWN,UNKNOWN,107
286,"BEEF - PRIME RIB AAA",40.49,2,LOW,2017-03-29,DURABLE,FALSE,29
287,"BREAD - ITALIAN ROLL WITH HERBS",57.71,7,MEDIUM,2017-10-16,DURABLE,TRUE,0
288,"ORANGE - CANNED, MANDARIN",78.84,11,LOW,2017-10-07,DURABLE,TRUE,0
289,"SWORD PICK ASST",43.52,10,LOW,2017-05-03,DURABLE,FALSE,0
290,"SAUCE - ROSEE",38.80,1,LOW,2017-01-06,UNKNOWN,TRUE,110
291,"CRAB - DUNGENESS, WHOLE",1.26,2,MEDIUM,2017-07-05,UNKNOWN,FALSE,0
292,"TURKEY - OVEN ROAST BREAST",34.54,8,LOW,2017-11-13,UNKNOWN,FALSE,0
293,"GARLIC - ELEPHANT",60.97,11,MEDIUM,2017-02-11,DURABLE,UNKNOWN,0
294,"WINE - ALSACE GEWURZTRAMINER",80.71,10,LOW,2018-02-28,WEAK,UNKNOWN,18
295,"ICE - CLEAR, 300 LB FOR CARVING",48.77,7,LOW,2018-02-07,UNKNOWN,TRUE,0
296,"WINE - VALPOLICELLA MASI",31.35,3,LOW,2018-05-07,WEAK,FALSE,90
297,"HINGE W UNDERCUT",81.90,3,LOW,2017-07-07,DURABLE,TRUE,120
298,"POP SHOPPE CREAM SODA",95.74,4,MEDIUM,2017-06-03,UNKNOWN,FALSE,0
299,"FUJI APPLES",80.14,4,MEDIUM,2018-02-24,UNKNOWN,FALSE,0
300,"BEANS - KIDNEY, CANNED",69.57,5,MEDIUM,2017-11-16,UNKNOWN,TRUE,0
301,"BEER - LABATT BLUE",43.41,8,MEDIUM,2017-07-16,WEAK,UNKNOWN,0
302,"DOILIES - 5, PAPER",61.16,11,MEDIUM,2017-02-18,DURABLE,UNKNOWN,0
303,"COD - BLACK WHOLE FILLET",72.61,7,HIGH,2017-06-28,UNKNOWN,FALSE,0
304,"BANANA TURNING",72.20,5,HIGH,2017-06-27,UNKNOWN,TRUE,0
305,"PASTRY - CHEESE BAKED SCONES",91.10,8,MEDIUM,2018-02-10,WEAK,TRUE,19
306,"PEPPER - WHITE, GROUND",43.60,4,LOW,2018-04-08,DURABLE,TRUE,117
307,"FOAM CUP 6 OZ",50.23,1,HIGH,2017-11-16,DURABLE,UNKNOWN,0
308,"TEA - DECAF LIPTON",88.12,6,HIGH,2017-08-02,DURABLE,UNKNOWN,0
309,"MUFFIN BATT - CHOC CHK",27.63,11,MEDIUM,2018-03-09,DURABLE,TRUE,76
310,"COFFEE - DARK ROAST",79.98,9,LOW,2018-01-14,WEAK,FALSE,0
311,"WONTON WRAPPERS",40.21,9,HIGH,2017-12-29,WEAK,UNKNOWN,56
312,"SALMON - SOCKEYE RAW",84.06,1,LOW,2017-09-27,WEAK,TRUE,54
313,"VEAL - SLAB BACON",39.91,11,HIGH,2017-10-12,UNKNOWN,UNKNOWN,116
314,"SALMON STEAK - COHOE 8 OZ",5.60,2,MEDIUM,2017-07-23,UNKNOWN,TRUE,82
315,"WINE - GATO NEGRO CABERNET",93.80,6,MEDIUM,2017-01-07,UNKNOWN,TRUE,0
316,"CHEESE - VICTOR ET BERTHOLD",65.94,11,HIGH,2018-01-05,WEAK,FALSE,94
317,"WATER - GREEN TEA REFRESHER",35.27,3,LOW,2018-02-10,WEAK,FALSE,0
318,"ECOLAB - SOLID FUSION",57.26,10,HIGH,2018-01-07,UNKNOWN,UNKNOWN,76
319,"TOWELS - PAPER / KRAFT",77.62,7,HIGH,2017-04-01,UNKNOWN,UNKNOWN,0
320,"YOGURT - FRENCH VANILLA",73.44,9,LOW,2017-12-22,UNKNOWN,UNKNOWN,0
321,"POTATOES - INSTANT, MASHED",10.40,1,MEDIUM,2017-12-10,DURABLE,UNKNOWN,0
322,"ONIONS - VIDALIA",26.28,2,MEDIUM,2017-12-28,UNKNOWN,UNKNOWN,0
323,"EXTRACT - LEMON",54.33,10,HIGH,2018-01-31,WEAK,FALSE,99
324,"APRICOTS - DRIED",87.90,10,LOW,2018-03-04,DURABLE,TRUE,42
325,"HALIBUT - FLETCHES",3.17,5,LOW,2017-10-13,UNKNOWN,TRUE,87
326,"APPETIZER - MUSHROOM TART",38.86,9,HIGH,2018-02-07,UNKNOWN,FALSE,0
327,"APPETIZER - MINI EGG ROLL, SHRIMP",7.14,2,MEDIUM,2017-06-20,UNKNOWN,FALSE,0
328,"TUNA - SALAD PREMIX",96.88,6,MEDIUM,2017-01-22,DURABLE,TRUE,35
329,"PORK - LOIN, CENTER CUT",39.35,6,HIGH,2018-04-05,WEAK,TRUE,0
330,"OLIVES - KALAMATA",18.79,10,MEDIUM,2018-02-05,UNKNOWN,FALSE,0
331,"COOKIES CEREAL NUT",67.35,3,HIGH,2017-12-23,DURABLE,UNKNOWN,80
332,"BOUQ ALL ITALIAN - PRIMERBA",59.76,5,LOW,2018-04-12,UNKNOWN,FALSE,0
333,"CHEESE - COTTAGE CHEESE",20.24,7,HIGH,2018-01-23,WEAK,FALSE,0
334,"ECOLAB - LIME - A - WAY 4/4 L",21.61,7,HIGH,2018-03-08,WEAK,TRUE,0
335,"OIL - SHORTENING,LIQUD, FRY",18.42,9,LOW,2017-07-14,WEAK,UNKNOWN,84
336,"BROOM - CORN",71.92,2,LOW,2017-06-19,DURABLE,TRUE,0
337,"BREAD - RYE",83.54,3,LOW,2017-06-21,DURABLE,TRUE,0
338,"CHEESE - CAMEMBERT",28.99,11,LOW,2017-01-19,DURABLE,UNKNOWN,0
339,"BEEF - STRIPLOIN AA",2.39,2,MEDIUM,2017-06-09,WEAK,UNKNOWN,0
340,"VEAL - SWEETBREAD",28.23,3,HIGH,2017-04-04,DURABLE,TRUE,0
341,"BREAD - ROLL, CANADIAN DINNER",90.26,1,LOW,2017-09-19,WEAK,TRUE,0
342,MANGOES,69.59,1,MEDIUM,2017-03-17,UNKNOWN,FALSE,51
343,"OTOMEGUSA DASHI KONBU",51.21,1,HIGH,2017-12-07,DURABLE,FALSE,0
344,"SAUSAGE - LIVER",63.54,2,LOW,2017-08-26,UNKNOWN,FALSE,114
345,"BREAD - CALABRESE BAGUETTE",98.60,4,MEDIUM,2017-05-18,DURABLE,FALSE,67
346,"CHEESE - PARMESAN GRATED",17.19,1,LOW,2018-02-15,UNKNOWN,TRUE,0
347,"PAIL FOR LID 1537",94.63,8,LOW,2017-02-01,UNKNOWN,TRUE,0
348,"PASTA - CHEESE / SPINACH BAULETTI",55.37,10,LOW,2017-11-29,DURABLE,TRUE,54
349,"PUREE - MOCHA",86.91,4,MEDIUM,2018-02-21,UNKNOWN,TRUE,0
350,ISOMALT,82.83,8,LOW,2017-02-02,UNKNOWN,TRUE,0
351,"HOT CHOCOLATE - INDIVIDUAL",96.08,1,HIGH,2017-03-28,DURABLE,UNKNOWN,0
352,"BEEF - TENDERLION, CENTER CUT",24.64,4,LOW,2017-11-06,UNKNOWN,FALSE,5
353,"MILK POWDER",18.12,8,MEDIUM,2017-03-04,WEAK,TRUE,80
354,"CRACKERS CHEEZ IT",6.70,7,MEDIUM,2017-03-05,UNKNOWN,FALSE,0
355,"OLIVES - STUFFED",59.17,5,LOW,2018-04-15,DURABLE,FALSE,12
356,"DC - FROZEN MOMJI",17.13,6,HIGH,2017-11-25,DURABLE,UNKNOWN,0
357,"TILAPIA - FILLETS",6.83,2,MEDIUM,2017-05-27,DURABLE,FALSE,0
358,"CHEESE - BOURSIN, GARLIC / HERBS",84.71,9,MEDIUM,2017-09-02,UNKNOWN,TRUE,0
359,"RICE - LONG GRAIN",69.03,11,HIGH,2018-01-21,DURABLE,TRUE,96
360,"WINE - HARDYS BANKSIDE SHIRAZ",52.24,10,MEDIUM,2017-01-04,DURABLE,TRUE,89
361,"COFFEE DECAF COLOMBIAN",36.45,2,MEDIUM,2017-10-20,WEAK,TRUE,71
362,"CUMIN - WHOLE",53.35,7,MEDIUM,2017-10-26,DURABLE,UNKNOWN,0
363,CORNFLAKES,48.77,11,HIGH,2017-09-06,UNKNOWN,TRUE,0
364,"CATTAIL HEARTS",8.84,1,HIGH,2017-02-01,UNKNOWN,UNKNOWN,0
365,"WINE - RED, HARROW ESTATES, CAB",12.63,7,MEDIUM,2017-01-23,WEAK,TRUE,95
366,"TAHINI PASTE",80.45,4,HIGH,2018-01-25,UNKNOWN,FALSE,0
367,"BREAD - ITALIAN CORN MEAL POLY",63.83,5,MEDIUM,2018-01-12,UNKNOWN,TRUE,65
368,"FLOUR - TEFF",18.30,4,LOW,2017-12-14,UNKNOWN,FALSE,0
369,RAMBUTAN,87.18,5,MEDIUM,2017-01-10,UNKNOWN,TRUE,10
370,"MUFFIN - CARROT INDIVIDUAL WRAP",21.88,4,LOW,2017-11-28,WEAK,TRUE,0
371,"CREME DE BANANE - MARIE",82.40,8,HIGH,2017-07-18,DURABLE,UNKNOWN,0
372,"WINE - TWO OCEANS CABERNET",6.28,3,LOW,2018-01-22,UNKNOWN,TRUE,0
373,"BEEF - MONTREAL SMOKED BRISKET",54.87,9,MEDIUM,2017-08-01,DURABLE,FALSE,0
374,JAGERMEISTER,49.38,5,LOW,2018-05-07,DURABLE,FALSE,0
375,"SNAPPLE LEMON TEA",83.18,8,HIGH,2017-04-05,UNKNOWN,TRUE,80
376,"PASTA - ANGEL HAIR",40.81,11,HIGH,2017-09-26,DURABLE,TRUE,51
377,"WINE - RED, COOKING",75.08,1,MEDIUM,2017-01-22,DURABLE,FALSE,7
378,"BREAD FOCCACIA WHOLE",90.79,9,HIGH,2017-06-08,DURABLE,FALSE,0
379,"SMOKED PAPRIKA",89.30,7,HIGH,2017-10-18,UNKNOWN,FALSE,81
380,"WINE - WHITE CAB SAUV.ON",85.97,4,HIGH,2018-01-05,UNKNOWN,TRUE,0
381,"VACCUM BAG 10X13",44.23,1,HIGH,2018-01-06,UNKNOWN,UNKNOWN,41
382,"SOUP - CAMPBELLS BEAN MEDLEY",51.78,4,MEDIUM,2017-11-28,WEAK,UNKNOWN,0
383,"CAKE - BOX WINDOW 10X10X2.5",9.97,2,HIGH,2017-04-10,WEAK,UNKNOWN,0
384,"FOND - NEUTRAL",56.52,10,HIGH,2018-03-03,UNKNOWN,TRUE,105
385,"PORK - BACK, SHORT CUT, BONELESS",22.71,10,HIGH,2017-11-11,DURABLE,FALSE,97
386,"SPROUTS - BABY PEA TENDRILS",42.71,10,MEDIUM,2017-02-16,WEAK,FALSE,0
387,"FONDANT - ICING",41.64,9,HIGH,2018-02-09,DURABLE,FALSE,100
388,"TABLE CLOTH 120 ROUND WHITE",13.54,1,MEDIUM,2017-11-21,DURABLE,TRUE,0
389,POMELLO,62.44,3,MEDIUM,2018-04-01,UNKNOWN,UNKNOWN,103
390,"SEEDLINGS - MIX, ORGANIC",1.30,3,LOW,2017-12-27,UNKNOWN,FALSE,0
391,"BREAD - BISTRO WHITE",65.09,1,MEDIUM,2017-01-24,UNKNOWN,TRUE,72
392,"PUREE - PASSION FRUIT",98.83,5,HIGH,2018-02-25,UNKNOWN,TRUE,33
393,"OLIVE - SPREAD TAPENADE",59.96,1,LOW,2017-05-08,UNKNOWN,UNKNOWN,0
394,"RUM - MOUNT GAY ECLIPES",50.15,3,HIGH,2017-06-06,DURABLE,TRUE,76
395,"JUICE - LIME",91.78,1,LOW,2017-10-22,WEAK,TRUE,0
396,"TEA - JASMIN GREEN",36.92,6,HIGH,2018-04-03,DURABLE,FALSE,0
397,"JUICE - HAPPY PLANET",20.82,1,MEDIUM,2017-11-17,WEAK,FALSE,70
398,"WINE - WYNDHAM ESTATE BIN 777",42.36,11,HIGH,2017-11-05,WEAK,TRUE,67
399,"BERRY BRULEE",50.91,6,MEDIUM,2017-08-04,UNKNOWN,TRUE,0
400,"CARBONATED WATER - BLACKCHERRY",18.15,1,HIGH,2017-08-30,DURABLE,TRUE,0
401,"TART SHELLS - SWEET, 4",53.36,8,HIGH,2017-02-03,UNKNOWN,UNKNOWN,51
402,"BUTTER - UNSALTED",76.33,5,HIGH,2017-06-27,DURABLE,UNKNOWN,6
403,"LINERS - BAKING CUPS",68.19,5,MEDIUM,2017-11-20,UNKNOWN,UNKNOWN,0
404,"PANTS CUSTOM DRY CLEAN",65.03,1,MEDIUM,2017-03-27,DURABLE,FALSE,0
405,"PASTRY - RAISIN MUFFIN - MINI",0.43,11,MEDIUM,2017-11-25,DURABLE,TRUE,0
406,"SHRIMP - BABY, WARM WATER",89.80,9,HIGH,2017-07-13,DURABLE,FALSE,0
407,"PEPSI - DIET, 355 ML",69.77,7,HIGH,2017-04-08,WEAK,FALSE,0
408,BLUEBERRIES,68.73,4,LOW,2017-03-06,UNKNOWN,FALSE,0
409,"SKIRT - 29 FOOT",23.52,11,MEDIUM,2018-04-08,DURABLE,UNKNOWN,0
410,"FENNGREEK SEED",18.36,6,LOW,2017-07-20,UNKNOWN,UNKNOWN,91
411,"DURIAN FRUIT",42.05,6,LOW,2017-11-03,UNKNOWN,TRUE,0
412,"LETTUCE - CALIFORNIA MIX",16.05,5,HIGH,2018-04-27,WEAK,TRUE,0
413,"ICE CREAM BAR - OREO CONE",95.41,3,HIGH,2018-03-25,DURABLE,FALSE,5
414,SAUERKRAUT,83.06,7,LOW,2017-01-17,DURABLE,UNKNOWN,87
415,"MUSSELS - FROZEN",8.01,10,HIGH,2017-05-07,DURABLE,FALSE,0
416,"BAKING POWDER",84.68,10,LOW,2018-03-31,WEAK,TRUE,0
417,"LAMB - PIECES, DICED",43.38,5,MEDIUM,2017-07-18,UNKNOWN,UNKNOWN,12
418,"TRUFFLE CUPS - BROWN",92.25,2,LOW,2017-11-12,UNKNOWN,TRUE,0
419,"PORK - BELLY FRESH",86.13,3,LOW,2017-07-31,WEAK,TRUE,8
420,"WHMIS - SPRAY BOTTLE TRIGGER",69.92,9,HIGH,2018-04-15,WEAK,TRUE,0
421,"SOUP V8 ROASTED RED PEPPER",38.81,6,HIGH,2018-04-25,DURABLE,FALSE,0
422,"GARLIC - PRIMERBA, PASTE",50.29,5,HIGH,2017-02-22,WEAK,UNKNOWN,60
423,"FISH - SCALLOPS, COLD SMOKED",55.85,2,MEDIUM,2018-01-21,UNKNOWN,UNKNOWN,35
424,"VINEGAR - TARRAGON",85.88,3,MEDIUM,2017-05-23,UNKNOWN,FALSE,0
425,"WINE - REDCHARD MERRITT",56.79,4,MEDIUM,2017-11-04,WEAK,UNKNOWN,0
426,"SCALLOPS - LIVE IN SHELL",83.58,3,LOW,2017-09-29,UNKNOWN,UNKNOWN,0
427,"WINE - VINELAND ESTATE SEMI - DRY",46.33,3,HIGH,2017-09-17,DURABLE,FALSE,0
428,"WINE - RUFFINO CHIANTI",4.72,7,MEDIUM,2017-02-25,UNKNOWN,TRUE,48
429,"BEEF - SHORT LOIN",57.60,4,HIGH,2017-07-17,WEAK,FALSE,0
430,"MILK - 1%",46.26,2,LOW,2017-05-12,DURABLE,FALSE,84
431,"MUFFIN CHOCOLATE INDIVIDUAL WRAP",20.00,10,MEDIUM,2018-03-18,WEAK,FALSE,89
432,"BEER - ORIGINAL ORGANIC LAGER",32.72,2,HIGH,2017-07-26,UNKNOWN,FALSE,44
433,"BEANS - KIDNEY, RED DRY",39.88,3,LOW,2018-03-14,DURABLE,FALSE,11
434,"COOKIE - DOUGH VARIETY",71.16,7,LOW,2017-02-18,WEAK,TRUE,0
435,"SALSIFY, ORGANIC",32.61,8,HIGH,2017-12-02,DURABLE,TRUE,0
436,"TABLE CLOTH 81X81 WHITE",67.91,7,HIGH,2017-07-13,UNKNOWN,FALSE,25
437,"CHIPS POTATO ALL DRESSED - 43G",83.59,10,HIGH,2017-01-09,DURABLE,UNKNOWN,0
438,"JUICE - ORANGE",44.94,2,LOW,2017-01-15,DURABLE,UNKNOWN,0
439,"BEEF - CHUCK, BONELESS",56.09,11,MEDIUM,2017-04-09,UNKNOWN,FALSE,108
440,"PORK - INSIDE",32.91,1,LOW,2017-05-01,UNKNOWN,UNKNOWN,0
441,BLACKBERRIES,72.94,3,MEDIUM,2018-03-19,WEAK,UNKNOWN,0
442,"WINE - EJ GALLO SIERRA VALLEY",72.90,6,MEDIUM,2017-12-06,UNKNOWN,UNKNOWN,106
443,"LETTUCE - SPRING MIX",90.02,2,LOW,2017-12-22,UNKNOWN,FALSE,79
444,"CHEESE - CAMBOZOLA",44.09,8,LOW,2017-09-13,DURABLE,UNKNOWN,56
445,"PASTRY - CHOCLATE BAKED",59.25,8,HIGH,2017-02-23,WEAK,UNKNOWN,76
446,"SUNFLOWER SEED RAW",49.05,7,HIGH,2017-02-06,UNKNOWN,UNKNOWN,18
447,"SALMON - ATLANTIC, SKIN ON",3.42,3,HIGH,2018-04-12,UNKNOWN,TRUE,0
448,"GATORADE - XFACTOR BERRY",76.90,5,LOW,2017-04-22,UNKNOWN,FALSE,0
449,"NANTUKET PEACH ORANGE",42.14,4,LOW,2017-01-31,UNKNOWN,FALSE,0
450,"WINE - VIDAL ICEWINE MAGNOTTA",7.11,3,LOW,2017-12-01,UNKNOWN,UNKNOWN,0
451,"SOUP - CAMPBELLS TOMATO RAVIOLI",93.54,1,LOW,2017-09-16,DURABLE,FALSE,0
452,"NAPKIN WHITE - STARCHED",28.57,11,LOW,2017-01-06,DURABLE,UNKNOWN,0
